                                            MOTIONS (CENTER OF GRAVITY, INTERPOLATE, WNX6)
-----------------------------------------------------------------------------------------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ              Surge                Sway                 Heave                Roll                 Pitch                 Yaw
------   ----     -----------------------------------------------------------------------------------------------------------------------------
(SECS)  (RAD/S)        AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE
2.022    3.108     4.966e-001   88.421  2.796e-001   96.740  5.477e-001  125.173  2.083e+001   93.538  3.658e+001  -86.385  2.512e+001  -90.261
2.008    3.129     4.911e-001   88.389  2.760e-001   96.885  5.154e-001  126.252  2.096e+001   93.678  3.687e+001  -86.372  2.546e+001  -90.265
1.995    3.149     4.856e-001   88.357  2.724e-001   97.033  4.816e-001  127.055  2.109e+001   93.821  3.715e+001  -86.359  2.580e+001  -90.271
1.982    3.170     4.801e-001   88.324  2.688e-001   97.182  4.482e-001  127.687  2.122e+001   93.967  3.744e+001  -86.347  2.615e+001  -90.277
1.969    3.190     4.747e-001   88.290  2.651e-001   97.333  4.168e-001  128.203  2.135e+001   94.116  3.773e+001  -86.336  2.650e+001  -90.283
1.957    3.211     4.693e-001   88.255  2.615e-001   97.487  3.890e-001  128.617  2.147e+001   94.267  3.802e+001  -86.326  2.685e+001  -90.290
1.944    3.232     4.639e-001   88.220  2.579e-001   97.642  3.651e-001  128.929  2.160e+001   94.421  3.831e+001  -86.316  2.721e+001  -90.297
1.932    3.252     4.586e-001   88.184  2.543e-001   97.799  3.441e-001  129.147  2.172e+001   94.578  3.861e+001  -86.307  2.757e+001  -90.305
1.920    3.273     4.533e-001   88.147  2.506e-001   97.957  3.253e-001  129.283  2.184e+001   94.736  3.890e+001  -86.299  2.793e+001  -90.313
1.908    3.293     4.481e-001   88.110  2.470e-001   98.116  3.081e-001  129.350  2.195e+001   94.897  3.920e+001  -86.291  2.829e+001  -90.322
1.896    3.314     4.429e-001   88.072  2.433e-001   98.276  2.918e-001  129.363  2.207e+001   95.060  3.950e+001  -86.284  2.865e+001  -90.332
1.884    3.335     4.377e-001   88.034  2.397e-001   98.436  2.763e-001  129.330  2.218e+001   95.224  3.981e+001  -86.277  2.902e+001  -90.342
1.873    3.355     4.325e-001   87.995  2.360e-001   98.597  2.615e-001  129.252  2.229e+001   95.390  4.012e+001  -86.271  2.939e+001  -90.352
1.861    3.376     4.274e-001   87.956  2.324e-001   98.758  2.476e-001  129.133  2.239e+001   95.558  4.043e+001  -86.266  2.976e+001  -90.364
1.850    3.396     4.223e-001   87.917  2.287e-001   98.919  2.345e-001  128.975  2.250e+001   95.726  4.074e+001  -86.260  3.013e+001  -90.376
1.839    3.417     4.172e-001   87.878  2.251e-001   99.078  2.224e-001  128.780  2.260e+001   95.895  4.105e+001  -86.255  3.050e+001  -90.389
1.828    3.438     4.122e-001   87.838  2.214e-001   99.236  2.111e-001  128.550  2.269e+001   96.064  4.137e+001  -86.250  3.087e+001  -90.403
1.817    3.458     4.072e-001   87.799  2.177e-001   99.393  2.005e-001  128.289  2.279e+001   96.233  4.170e+001  -86.245  3.125e+001  -90.417
1.806    3.479     4.022e-001   87.759  2.140e-001   99.547  1.905e-001  127.999  2.288e+001   96.401  4.202e+001  -86.240  3.162e+001  -90.433
1.795    3.499     3.973e-001   87.720  2.104e-001   99.699  1.812e-001  127.682  2.296e+001   96.569  4.235e+001  -86.235  3.200e+001  -90.449
1.785    3.520     3.924e-001   87.681  2.067e-001   99.847  1.723e-001  127.339  2.305e+001   96.736  4.268e+001  -86.230  3.238e+001  -90.466
1.775    3.541     3.875e-001   87.643  2.030e-001   99.992  1.640e-001  126.972  2.313e+001   96.900  4.302e+001  -86.224  3.276e+001  -90.484
1.764    3.561     3.826e-001   87.605  1.993e-001  100.132  1.560e-001  126.582  2.320e+001   97.063  4.336e+001  -86.217  3.314e+001  -90.503
1.754    3.582     3.778e-001   87.568  1.956e-001  100.266  1.486e-001  126.171  2.328e+001   97.222  4.370e+001  -86.210  3.351e+001  -90.523
1.744    3.603     3.729e-001   87.532  1.919e-001  100.395  1.415e-001  125.738  2.334e+001   97.379  4.405e+001  -86.201  3.389e+001  -90.544
1.734    3.623     3.681e-001   87.497  1.883e-001  100.517  1.348e-001  125.285  2.341e+001   97.531  4.441e+001  -86.192  3.427e+001  -90.566
1.724    3.644     3.634e-001   87.462  1.846e-001  100.632  1.285e-001  124.814  2.347e+001   97.679  4.476e+001  -86.181  3.465e+001  -90.589
1.715    3.664     3.586e-001   87.429  1.809e-001  100.739  1.225e-001  124.324  2.353e+001   97.822  4.512e+001  -86.169  3.503e+001  -90.613
1.705    3.685     3.539e-001   87.397  1.773e-001  100.836  1.168e-001  123.817  2.358e+001   97.959  4.549e+001  -86.155  3.541e+001  -90.639
1.696    3.706     3.492e-001   87.367  1.736e-001  100.924  1.114e-001  123.293  2.363e+001   98.090  4.586e+001  -86.140  3.578e+001  -90.666
1.686    3.726     3.445e-001   87.338  1.700e-001  101.001  1.063e-001  122.753  2.367e+001   98.214  4.624e+001  -86.122  3.616e+001  -90.693
1.677    3.747     3.398e-001   87.310  1.664e-001  101.067  1.015e-001  122.198  2.371e+001   98.330  4.662e+001  -86.102  3.653e+001  -90.723
1.668    3.767     3.351e-001   87.284  1.628e-001  101.120  9.687e-002  121.627  2.375e+001   98.438  4.700e+001  -86.080  3.690e+001  -90.753
1.659    3.788     3.305e-001   87.260  1.592e-001  101.160  9.250e-002  121.042  2.379e+001   98.537  4.739e+001  -86.056  3.727e+001  -90.785
1.650    3.809     3.259e-001   87.237  1.557e-001  101.186  8.834e-002  120.442  2.382e+001   98.626  4.779e+001  -86.029  3.764e+001  -90.819
1.641    3.829     3.213e-001   87.216  1.522e-001  101.197  8.439e-002  119.829  2.385e+001   98.706  4.819e+001  -85.998  3.801e+001  -90.853
1.632    3.850     3.167e-001   87.197  1.487e-001  101.192  8.063e-002  119.202  2.387e+001   98.774  4.859e+001  -85.965  3.838e+001  -90.890
1.623    3.870     3.121e-001   87.180  1.452e-001  101.170  7.705e-002  118.563  2.389e+001   98.831  4.900e+001  -85.929  3.874e+001  -90.928
1.615    3.891     3.076e-001   87.165  1.418e-001  101.131  7.365e-002  117.912  2.392e+001   98.876  4.942e+001  -85.889  3.910e+001  -90.967
1.606    3.912     3.030e-001   87.151  1.384e-001  101.074  7.041e-002  117.249  2.394e+001   98.909  4.984e+001  -85.846  3.946e+001  -91.007
1.598    3.932     2.985e-001   87.140  1.351e-001  100.998  6.732e-002  116.574  2.395e+001   98.928  5.027e+001  -85.798  3.981e+001  -91.050
1.590    3.953     2.940e-001   87.130  1.318e-001  100.902  6.438e-002  115.888  2.397e+001   98.935  5.070e+001  -85.747  4.017e+001  -91.094
1.581    3.973     2.895e-001   87.122  1.285e-001  100.786  6.158e-002  115.190  2.399e+001   98.928  5.114e+001  -85.692  4.052e+001  -91.139
1.573    3.994     2.850e-001   87.116  1.253e-001  100.649  5.891e-002  114.479  2.400e+001   98.906  5.159e+001  -85.633  4.086e+001  -91.187
1.565    4.015     2.805e-001   87.111  1.221e-001  100.491  5.636e-002  113.756  2.402e+001   98.871  5.204e+001  -85.570  4.120e+001  -91.237
1.557    4.035     2.761e-001   87.108  1.190e-001  100.311  5.393e-002  113.022  2.403e+001   98.822  5.250e+001  -85.501  4.154e+001  -91.289
1.549    4.056     2.716e-001   87.107  1.160e-001  100.109  5.161e-002  112.279  2.405e+001   98.758  5.297e+001  -85.428  4.187e+001  -91.343
1.541    4.076     2.672e-001   87.109  1.130e-001   99.885  4.941e-002  111.529  2.407e+001   98.680  5.344e+001  -85.350  4.220e+001  -91.397
1.534    4.097     2.628e-001   87.112  1.101e-001   99.639  4.730e-002  110.776  2.409e+001   98.587  5.392e+001  -85.266  4.253e+001  -91.453
1.526    4.118     2.584e-001   87.119  1.072e-001   99.371  4.529e-002  110.021  2.412e+001   98.480  5.441e+001  -85.177  4.286e+001  -91.510
1.518    4.138     2.540e-001   87.127  1.044e-001   99.081  4.338e-002  109.259  2.414e+001   98.358  5.490e+001  -85.081  4.318e+001  -91.569
1.511    4.159     2.497e-001   87.136  1.016e-001   98.768  4.154e-002  108.481  2.418e+001   98.224  5.540e+001  -84.980  4.349e+001  -91.631
1.503    4.179     2.454e-001   87.147  9.895e-002   98.433  3.979e-002  107.678  2.421e+001   98.078  5.592e+001  -84.872  4.380e+001  -91.696
1.496    4.200     2.411e-001   87.158  9.631e-002   98.076  3.810e-002  106.837  2.425e+001   97.922  5.645e+001  -84.757  4.409e+001  -91.765
-----------------------------------------------------------------------------------------------------------------------------------------------
WAVE ANGLE = 60.00
PERIOD   FREQ              Surge                Sway                 Heave                Roll                 Pitch                 Yaw
------   ----     -----------------------------------------------------------------------------------------------------------------------------
(SECS)  (RAD/S)        AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE
-----------------------------------------------------------------------------------------------------------------------------------------------
62.832   0.100     1.107e+001   90.047  1.918e+001   90.047  1.000e+000    0.157  1.120e+000   90.005  6.468e-001  -89.994  1.429e-001 -111.296
52.098   0.121     9.183e+000   90.060  1.590e+001   90.060  1.000e+000    0.187  1.351e+000   90.001  7.800e-001  -89.997  1.233e-001 -116.373
44.497   0.141     7.842e+000   90.070  1.358e+001   90.070  1.001e+000    0.218  1.582e+000   90.002  9.133e-001  -89.996  1.088e-001 -120.017
38.831   0.162     6.843e+000   90.079  1.185e+001   90.079  1.001e+000    0.248  1.813e+000   90.005  1.047e+000  -89.994  9.782e-002 -123.041
34.445   0.182     6.068e+000   90.087  1.051e+001   90.088  1.001e+000    0.279  2.044e+000   90.008  1.180e+000  -89.991  8.945e-002 -125.823
30.949   0.203     5.451e+000   90.096  9.442e+000   90.097  1.002e+000    0.310  2.275e+000   90.010  1.313e+000  -89.988  8.308e-002 -128.540
28.098   0.224     4.948e+000   90.106  8.570e+000   90.106  1.002e+000    0.341  2.506e+000   90.012  1.447e+000  -89.986  7.827e-002 -131.225
25.727   0.244     4.530e+000   90.116  7.846e+000   90.116  1.002e+000    0.371  2.737e+000   90.013  1.580e+000  -89.985  7.455e-002 -133.802
23.726   0.265     4.177e+000   90.126  7.235e+000   90.126  1.003e+000    0.402  2.968e+000   90.014  1.713e+000  -89.984  7.161e-002 -136.218
22.013   0.285     3.875e+000   90.136  6.711e+000   90.136  1.003e+000    0.432  3.199e+000   90.015  1.847e+000  -89.982  6.922e-002 -138.455
20.531   0.306     3.613e+000   90.146  6.259e+000   90.146  1.004e+000    0.462  3.430e+000   90.016  1.980e+000  -89.981  6.723e-002 -140.512
19.236   0.327     3.385e+000   90.156  5.863e+000   90.157  1.004e+000    0.493  3.661e+000   90.017  2.113e+000  -89.980  6.553e-002 -142.402
18.095   0.347     3.183e+000   90.166  5.514e+000   90.167  1.005e+000    0.524  3.892e+000   90.018  2.247e+000  -89.978  6.407e-002 -144.148
17.081   0.368     3.004e+000   90.176  5.204e+000   90.177  1.006e+000    0.554  4.123e+000   90.020  2.380e+000  -89.977  6.282e-002 -145.767
16.175   0.388     2.844e+000   90.186  4.927e+000   90.187  1.006e+000    0.586  4.354e+000   90.021  2.514e+000  -89.975  6.174e-002 -147.274
15.361   0.409     2.700e+000   90.196  4.677e+000   90.197  1.007e+000    0.617  4.585e+000   90.023  2.647e+000  -89.973  6.081e-002 -148.680
14.624   0.430     2.570e+000   90.206  4.452e+000   90.207  1.008e+000    0.648  4.817e+000   90.024  2.781e+000  -89.971  6.001e-002 -149.993
13.955   0.450     2.452e+000   90.217  4.247e+000   90.217  1.008e+000    0.680  5.048e+000   90.026  2.914e+000  -89.970  5.931e-002 -151.221
13.344   0.471     2.344e+000   90.227  4.060e+000   90.227  1.009e+000    0.712  5.280e+000   90.027  3.048e+000  -89.968  5.871e-002 -152.372
12.785   0.491     2.245e+000   90.237  3.889e+000   90.238  1.010e+000    0.744  5.511e+000   90.029  3.181e+000  -89.966  5.817e-002 -153.451
12.270   0.512     2.154e+000   90.247  3.731e+000   90.248  1.011e+000    0.777  5.743e+000   90.031  3.315e+000  -89.964  5.770e-002 -154.465
11.796   0.533     2.070e+000   90.258  3.585e+000   90.258  1.012e+000    0.810  5.974e+000   90.033  3.449e+000  -89.962  5.728e-002 -155.419
11.357   0.553     1.992e+000   90.268  3.451e+000   90.269  1.013e+000    0.843  6.206e+000   90.035  3.582e+000  -89.960  5.691e-002 -156.319
10.949   0.574     1.920e+000   90.279  3.326e+000   90.279  1.014e+000    0.877  6.438e+000   90.037  3.716e+000  -89.957  5.658e-002 -157.169
10.569   0.594     1.853e+000   90.289  3.209e+000   90.290  1.015e+000    0.911  6.669e+000   90.039  3.850e+000  -89.955  5.628e-002 -157.972
10.215   0.615     1.790e+000   90.300  3.101e+000   90.301  1.016e+000    0.945  6.901e+000   90.041  3.984e+000  -89.953  5.602e-002 -158.734
9.884    0.636     1.731e+000   90.310  2.999e+000   90.311  1.018e+000    0.980  7.133e+000   90.043  4.117e+000  -89.950  5.578e-002 -159.456
9.574    0.656     1.676e+000   90.321  2.904e+000   90.322  1.019e+000    1.016  7.365e+000   90.045  4.251e+000  -89.948  5.557e-002 -160.143
9.283    0.677     1.625e+000   90.332  2.814e+000   90.333  1.020e+000    1.052  7.597e+000   90.048  4.385e+000  -89.945  5.538e-002 -160.796
9.008    0.697     1.576e+000   90.343  2.730e+000   90.344  1.022e+000    1.089  7.830e+000   90.050  4.519e+000  -89.942  5.521e-002 -161.418
8.750    0.718     1.530e+000   90.354  2.650e+000   90.355  1.023e+000    1.126  8.062e+000   90.053  4.653e+000  -89.939  5.506e-002 -162.012
8.506    0.739     1.487e+000   90.365  2.575e+000   90.366  1.025e+000    1.164  8.294e+000   90.056  4.787e+000  -89.937  5.492e-002 -162.579
8.275    0.759     1.446e+000   90.376  2.504e+000   90.377  1.026e+000    1.203  8.527e+000   90.058  4.921e+000  -89.933  5.480e-002 -163.121
8.056    0.780     1.407e+000   90.387  2.437e+000   90.388  1.028e+000    1.243  8.759e+000   90.061  5.056e+000  -89.930  5.470e-002 -163.640
7.849    0.801     1.370e+000   90.398  2.373e+000   90.399  1.029e+000    1.283  8.992e+000   90.064  5.190e+000  -89.927  5.460e-002 -164.138
7.652    0.821     1.335e+000   90.409  2.312e+000   90.410  1.031e+000    1.324  9.225e+000   90.067  5.324e+000  -89.923  5.452e-002 -164.616
7.465    0.842     1.302e+000   90.421  2.254e+000   90.422  1.033e+000    1.366  9.458e+000   90.071  5.458e+000  -89.920  5.444e-002 -165.075
7.286    0.862     1.270e+000   90.432  2.199e+000   90.433  1.035e+000    1.409  9.690e+000   90.074  5.593e+000  -89.916  5.438e-002 -165.516
7.116    0.883     1.239e+000   90.444  2.147e+000   90.445  1.037e+000    1.453  9.924e+000   90.078  5.727e+000  -89.912  5.432e-002 -165.941
6.954    0.904     1.210e+000   90.456  2.097e+000   90.457  1.039e+000    1.498  1.016e+001   90.081  5.861e+000  -89.908  5.427e-002 -166.351
6.799    0.924     1.183e+000   90.467  2.049e+000   90.469  1.041e+000    1.544  1.039e+001   90.085  5.996e+000  -89.904  5.423e-002 -166.746
6.651    0.945     1.156e+000   90.479  2.003e+000   90.480  1.043e+000    1.591  1.062e+001   90.089  6.131e+000  -89.900  5.420e-002 -167.127
6.509    0.965     1.131e+000   90.491  1.959e+000   90.492  1.046e+000    1.640  1.086e+001   90.093  6.265e+000  -89.896  5.417e-002 -167.496
6.373    0.986     1.107e+000   90.503  1.917e+000   90.505  1.048e+000    1.690  1.109e+001   90.098  6.400e+000  -89.891  5.415e-002 -167.852
6.242    1.007     1.083e+000   90.516  1.876e+000   90.517  1.051e+000    1.741  1.132e+001   90.102  6.535e+000  -89.886  5.413e-002 -168.197
6.117    1.027     1.061e+000   90.528  1.837e+000   90.529  1.053e+000    1.794  1.156e+001   90.107  6.669e+000  -89.881  5.412e-002 -168.532
5.997    1.048     1.039e+000   90.540  1.800e+000   90.542  1.056e+000    1.848  1.179e+001   90.111  6.804e+000  -89.876  5.412e-002 -168.856
5.881    1.068     1.019e+000   90.553  1.764e+000   90.554  1.059e+000    1.904  1.203e+001   90.116  6.939e+000  -89.871  5.412e-002 -169.170
5.770    1.089     9.986e-001   90.566  1.730e+000   90.567  1.062e+000    1.961  1.226e+001   90.122  7.074e+000  -89.866  5.412e-002 -169.475
5.663    1.110     9.793e-001   90.579  1.696e+000   90.580  1.065e+000    2.021  1.250e+001   90.127  7.209e+000  -89.860  5.413e-002 -169.772
5.560    1.130     9.608e-001   90.592  1.664e+000   90.593  1.068e+000    2.082  1.273e+001   90.132  7.345e+000  -89.854  5.414e-002 -170.061
5.460    1.151     9.429e-001   90.605  1.633e+000   90.606  1.072e+000    2.146  1.296e+001   90.138  7.480e+000  -89.848  5.416e-002 -170.341
5.364    1.171     9.256e-001   90.618  1.603e+000   90.620  1.075e+000    2.211  1.320e+001   90.144  7.615e+000  -89.842  5.418e-002 -170.615
5.271    1.192     9.089e-001   90.632  1.574e+000   90.633  1.079e+000    2.279  1.343e+001   90.150  7.751e+000  -89.835  5.421e-002 -170.881
5.182    1.213     8.927e-001   90.645  1.546e+000   90.647  1.082e+000    2.350  1.367e+001   90.157  7.886e+000  -89.828  5.423e-002 -171.141
5.095    1.233     8.771e-001   90.659  1.519e+000   90.661  1.086e+000    2.423  1.391e+001   90.163  8.022e+000  -89.821  5.426e-002 -171.394
5.011    1.254     8.619e-001   90.673  1.493e+000   90.675  1.090e+000    2.498  1.414e+001   90.170  8.157e+000  -89.814  5.430e-002 -171.641
4.930    1.274     8.473e-001   90.687  1.468e+000   90.689  1.095e+000    2.577  1.438e+001   90.177  8.293e+000  -89.807  5.434e-002 -171.882
4.852    1.295     8.331e-001   90.702  1.443e+000   90.703  1.099e+000    2.659  1.461e+001   90.185  8.429e+000  -89.799  5.438e-002 -172.118
4.776    1.316     8.193e-001   90.716  1.419e+000   90.718  1.104e+000    2.744  1.485e+001   90.192  8.565e+000  -89.791  5.442e-002 -172.349
4.702    1.336     8.060e-001   90.731  1.396e+000   90.733  1.109e+000    2.832  1.508e+001   90.200  8.701e+000  -89.782  5.447e-002 -172.575
4.631    1.357     7.930e-001   90.746  1.374e+000   90.748  1.114e+000    2.924  1.532e+001   90.208  8.837e+000  -89.774  5.452e-002 -172.795
4.562    1.377     7.804e-001   90.761  1.352e+000   90.763  1.119e+000    3.020  1.556e+001   90.217  8.973e+000  -89.765  5.457e-002 -173.011
4.494    1.398     7.682e-001   90.777  1.331e+000   90.778  1.124e+000    3.121  1.579e+001   90.225  9.109e+000  -89.756  5.463e-002 -173.223
4.429    1.419     7.563e-001   90.792  1.310e+000   90.794  1.130e+000    3.226  1.603e+001   90.234  9.245e+000  -89.746  5.469e-002 -173.431
4.366    1.439     7.448e-001   90.808  1.290e+000   90.810  1.136e+000    3.335  1.627e+001   90.244  9.382e+000  -89.736  5.475e-002 -173.634
4.304    1.460     7.335e-001   90.824  1.271e+000   90.826  1.142e+000    3.450  1.651e+001   90.253  9.518e+000  -89.726  5.481e-002 -173.834
4.244    1.480     7.226e-001   90.840  1.252e+000   90.842  1.149e+000    3.570  1.674e+001   90.263  9.655e+000  -89.716  5.488e-002 -174.030
4.186    1.501     7.119e-001   90.857  1.233e+000   90.859  1.156e+000    3.696  1.698e+001   90.274  9.792e+000  -89.705  5.495e-002 -174.222
4.129    1.522     7.015e-001   90.874  1.215e+000   90.876  1.163e+000    3.829  1.722e+001   90.284  9.929e+000  -89.693  5.502e-002 -174.411
4.074    1.542     6.914e-001   90.891  1.198e+000   90.893  1.170e+000    3.968  1.746e+001   90.296  1.007e+001  -89.682  5.510e-002 -174.596
4.020    1.563     6.815e-001   90.909  1.181e+000   90.910  1.178e+000    4.114  1.770e+001   90.307  1.020e+001  -89.670  5.517e-002 -174.778
3.968    1.583     6.719e-001   90.926  1.164e+000   90.928  1.187e+000    4.268  1.793e+001   90.319  1.034e+001  -89.657  5.525e-002 -174.957
3.917    1.604     6.625e-001   90.944  1.148e+000   90.946  1.195e+000    4.430  1.817e+001   90.331  1.048e+001  -89.644  5.533e-002 -175.134
3.867    1.625     6.534e-001   90.963  1.132e+000   90.965  1.204e+000    4.601  1.841e+001   90.344  1.061e+001  -89.631  5.542e-002 -175.307
3.819    1.645     6.444e-001   90.981  1.116e+000   90.983  1.214e+000    4.781  1.865e+001   90.357  1.075e+001  -89.617  5.551e-002 -175.478
3.772    1.666     6.357e-001   91.000  1.101e+000   91.002  1.224e+000    4.972  1.889e+001   90.370  1.089e+001  -89.603  5.560e-002 -175.645
3.726    1.686     6.272e-001   91.020  1.086e+000   91.022  1.234e+000    5.174  1.913e+001   90.384  1.103e+001  -89.588  5.569e-002 -175.811
3.681    1.707     6.188e-001   91.039  1.072e+000   91.041  1.246e+000    5.387  1.937e+001   90.399  1.117e+001  -89.573  5.578e-002 -175.973
3.637    1.728     6.107e-001   91.060  1.058e+000   91.061  1.257e+000    5.614  1.961e+001   90.414  1.130e+001  -89.557  5.588e-002 -176.134
3.594    1.748     6.027e-001   91.080  1.044e+000   91.082  1.270e+000    5.855  1.985e+001   90.429  1.144e+001  -89.541  5.598e-002 -176.291
3.552    1.769     5.949e-001   91.101  1.030e+000   91.103  1.283e+000    6.111  2.009e+001   90.445  1.158e+001  -89.524  5.608e-002 -176.447
3.511    1.789     5.873e-001   91.122  1.017e+000   91.124  1.297e+000    6.383  2.033e+001   90.461  1.172e+001  -89.506  5.619e-002 -176.600
3.471    1.810     5.798e-001   91.144  1.004e+000   91.146  1.311e+000    6.674  2.058e+001   90.478  1.186e+001  -89.488  5.630e-002 -176.751
3.432    1.831     5.725e-001   91.166  9.916e-001   91.168  1.327e+000    6.984  2.082e+001   90.496  1.199e+001  -89.469  5.641e-002 -176.900
3.394    1.851     5.653e-001   91.189  9.792e-001   91.191  1.343e+000    7.315  2.106e+001   90.514  1.213e+001  -89.450  5.652e-002 -177.047
3.357    1.872     5.583e-001   91.212  9.671e-001   91.214  1.360e+000    7.670  2.130e+001   90.533  1.227e+001  -89.430  5.663e-002 -177.192
3.320    1.892     5.514e-001   91.236  9.552e-001   91.237  1.379e+000    8.050  2.154e+001   90.552  1.241e+001  -89.409  5.675e-002 -177.335
3.284    1.913     5.447e-001   91.260  9.435e-001   91.262  1.398e+000    8.458  2.179e+001   90.572  1.255e+001  -89.388  5.687e-002 -177.476
3.249    1.934     5.380e-001   91.284  9.320e-001   91.286  1.419e+000    8.896  2.203e+001   90.593  1.269e+001  -89.366  5.699e-002 -177.614
3.215    1.954     5.316e-001   91.309  9.208e-001   91.311  1.441e+000    9.368  2.227e+001   90.614  1.283e+001  -89.343  5.712e-002 -177.751
3.182    1.975     5.252e-001   91.335  9.097e-001   91.337  1.465e+000    9.878  2.252e+001   90.636  1.297e+001  -89.319  5.725e-002 -177.886
3.149    1.995     5.189e-001   91.362  8.989e-001   91.363  1.490e+000   10.430  2.276e+001   90.659  1.311e+001  -89.295  5.738e-002 -178.020
3.117    2.016     5.128e-001   91.389  8.883e-001   91.390  1.517e+000   11.029  2.301e+001   90.683  1.325e+001  -89.270  5.751e-002 -178.151
3.085    2.037     5.068e-001   91.416  8.778e-001   91.418  1.546e+000   11.680  2.325e+001   90.707  1.339e+001  -89.243  5.765e-002 -178.280
3.054    2.057     5.008e-001   91.444  8.676e-001   91.446  1.577e+000   12.387  2.350e+001   90.732  1.353e+001  -89.216  5.778e-002 -178.408
3.024    2.078     4.950e-001   91.473  8.575e-001   91.475  1.611e+000   13.155  2.374e+001   90.758  1.367e+001  -89.188  5.792e-002 -178.534
2.994    2.098     4.893e-001   91.503  8.476e-001   91.504  1.646e+000   13.990  2.399e+001   90.785  1.381e+001  -89.159  5.807e-002 -178.658
2.965    2.119     4.837e-001   91.533  8.378e-001   91.534  1.684e+000   14.900  2.423e+001   90.812  1.395e+001  -89.129  5.821e-002 -178.780
2.936    2.140     4.781e-001   91.564  8.283e-001   91.565  1.725e+000   15.898  2.448e+001   90.841  1.409e+001  -89.098  5.836e-002 -178.901
2.908    2.160     4.727e-001   91.596  8.188e-001   91.597  1.769e+000   17.002  2.473e+001   90.870  1.423e+001  -89.066  5.851e-002 -179.019
2.881    2.181     4.673e-001   91.628  8.096e-001   91.629  1.817e+000   18.234  2.497e+001   90.900  1.437e+001  -89.033  5.867e-002 -179.136
2.854    2.202     4.621e-001   91.662  8.004e-001   91.663  1.870e+000   19.617  2.522e+001   90.932  1.451e+001  -88.998  5.882e-002 -179.251
2.828    2.222     4.569e-001   91.696  7.914e-001   91.697  1.928e+000   21.172  2.547e+001   90.964  1.465e+001  -88.963  5.898e-002 -179.364
2.802    2.243     4.518e-001   91.731  7.826e-001   91.732  1.990e+000   22.903  2.572e+001   90.997  1.479e+001  -88.926  5.915e-002 -179.475
2.776    2.263     4.467e-001   91.768  7.739e-001   91.767  2.055e+000   24.803  2.596e+001   91.032  1.493e+001  -88.888  5.931e-002 -179.584
2.751    2.284     4.418e-001   91.805  7.653e-001   91.804  2.123e+000   26.863  2.621e+001   91.067  1.507e+001  -88.850  5.948e-002 -179.691
2.726    2.305     4.369e-001   91.842  7.568e-001   91.842  2.191e+000   29.068  2.646e+001   91.104  1.521e+001  -88.811  5.965e-002 -179.796
2.702    2.325     4.320e-001   91.881  7.485e-001   91.880  2.261e+000   31.450  2.671e+001   91.142  1.535e+001  -88.771  5.982e-002 -179.900
2.679    2.346     4.273e-001   91.921  7.402e-001   91.920  2.334e+000   34.160  2.696e+001   91.181  1.549e+001  -88.730  6.000e-002  179.999
2.655    2.366     4.226e-001   91.962  7.321e-001   91.961  2.415e+000   37.395  2.721e+001   91.221  1.563e+001  -88.689  6.017e-002  179.901
2.632    2.387     4.179e-001   92.004  7.241e-001   92.002  2.504e+000   41.380  2.746e+001   91.262  1.577e+001  -88.648  6.035e-002  179.804
2.610    2.408     4.134e-001   92.048  7.162e-001   92.045  2.600e+000   46.347  2.771e+001   91.305  1.591e+001  -88.609  6.054e-002  179.709
2.588    2.428     4.088e-001   92.092  7.084e-001   92.089  2.688e+000   52.204  2.797e+001   91.349  1.605e+001  -88.572  6.072e-002  179.617
2.566    2.449     4.044e-001   92.138  7.007e-001   92.134  2.748e+000   58.335  2.822e+001   91.394  1.618e+001  -88.538  6.091e-002  179.528
2.544    2.469     4.000e-001   92.183  6.930e-001   92.180  2.772e+000   64.039  2.847e+001   91.441  1.632e+001  -88.506  6.110e-002  179.440
2.523    2.490     3.956e-001   92.230  6.855e-001   92.228  2.763e+000   68.666  2.872e+001   91.489  1.646e+001  -88.472  6.129e-002  179.356
2.503    2.511     3.913e-001   92.277  6.781e-001   92.277  2.733e+000   71.703  2.897e+001   91.539  1.661e+001  -88.433  6.148e-002  179.274
2.482    2.531     3.871e-001   92.326  6.707e-001   92.327  2.690e+000   74.074  2.923e+001   91.590  1.675e+001  -88.392  6.168e-002  179.194
2.462    2.552     3.828e-001   92.376  6.634e-001   92.378  2.629e+000   78.067  2.948e+001   91.643  1.689e+001  -88.354  6.188e-002  179.118
2.443    2.572     3.787e-001   92.427  6.562e-001   92.430  2.526e+000   85.519  2.973e+001   91.697  1.704e+001  -88.325  6.208e-002  179.044
2.423    2.593     3.745e-001   92.479  6.491e-001   92.484  2.344e+000   96.351  2.999e+001   91.753  1.718e+001  -88.304  6.229e-002  178.974
2.404    2.614     3.704e-001   92.531  6.420e-001   92.540  2.097e+000  107.879  3.024e+001   91.810  1.733e+001  -88.278  6.249e-002  178.907
2.385    2.634     3.664e-001   92.586  6.351e-001   92.597  1.873e+000  116.350  3.050e+001   91.869  1.748e+001  -88.236  6.270e-002  178.843
